cle,Respondent_ID,weight,A9_1_slice,A9_2_slice,A9_3_slice,A9_4_slice,A9_5_slice,A9_6_slice,A9_7_slice,A9_8_slice,A9_9_slice,A9_10_slice,A9_11_slice,A9_12_slice,A9_13_slice,A9_14_slice,A9_15_slice,A9_16_slice,A10_1_slice,A10_2_slice,A10_3_slice,A10_4_slice,A10_5_slice,A10_6_slice,A10_7_slice,A10_8_slice,A11_1_slice,A11_2_slice,A11_3_slice,A11_4_slice,A11_5_slice,A11_6_slice,A11_7_slice,A11_8_slice,A11_9_slice,A11_10_slice,A11_11_slice,A11_12_slice,A11_13_slice,cluster
984,MET20_7003167,0.62815034,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,1,3,4,2,2,3,4,3,4,2,2,4,4,4,4,4,4,2
985,MET20_7004197,0.7397234366,2,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1
986,MET20_1138507,1.055956908,3,4,3,3,2,2,4,3,2,3,3,3,4,3,3,4,3,2,3,3,3,2,3,4,3,4,3,1,4,2,4,3,4,3,4,2,4,2
987,MET20_7003030,0.8556566041,1,2,2,3,2,1,3,1,2,1,2,1,2,1,1,2,1,1,3,1,1,4,2,4,2,2,2,2,1,2,1,1,2,1,1,2,2,3
988,MET20_1170823,0.4424340921,3,2,3,2,3,2,4,2,1,2,2,3,2,2,3,2,1,4,1,3,2,3,3,4,2,2,2,2,2,1,2,2,2,2,3,2,4,0
989,MET20_7001504,0.7397234366,2,3,2,2,2,2,2,2,1,3,2,2,3,1,2,3,1,1,3,2,1,3,1,2,1,2,3,1,1,1,3,3,1,1,1,2,2,3
990,MET20_622382,0.6583119793,4,4,4,4,1,1,2,4,1,4,2,4,4,2,4,3,1,1,1,3,2,1,3,2,3,2,2,3,2,2,1,3,2,2,2,1,2,1
991,MET20_1230825,0.9612750925,2,2,2,2,3,3,3,2,2,2,3,3,1,4,2,3,2,1,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,1
992,MET20_781742,0.8247615439,2,3,3,3,3,1,4,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,4,2,2,2,2,2,2,2,2,2,2,3,2,4,1
993,MET20_1218217,0.961473076,2,2,3,3,4,3,2,2,2,2,2,3,2,2,2,4,1,1,3,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
994,MET20_909614,1.012416781,3,4,4,4,4,2,4,3,4,3,2,3,4,2,3,2,2,2,3,2,2,4,2,4,2,2,2,2,2,2,2,2,3,2,3,3,4,1
995,MET20_1185789,1.2765284167,2,3,3,3,4,2,2,2,2,2,2,4,3,2,3,3,1,2,2,1,1,3,2,3,1,1,1,2,1,1,1,1,2,1,2,2,2,0
996,MET20_1730807,1.0946952712,3,3,3,3,2,2,4,3,2,2,2,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,1
997,MET20_846818,0.9847421628,2,2,2,2,3,2,1,1,2,2,1,3,4,2,2,3,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,0
998,MET20_7004523,0.9965400009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
999,MET20_260315,0.9643085747,2,2,2,2,2,2,4,2,3,2,1,3,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1000,MET20_441734,0.7397234366,1,2,2,2,4,1,3,2,1,3,1,4,2,1,2,4,1,1,3,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1001,MET20_771768,0.837901566,2,4,4,2,3,2,4,1,2,4,2,4,4,2,2,4,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1002,MET20_7001044,0.8123145762,2,1,2,2,1,2,3,2,4,4,3,1,3,1,1,2,4,2,2,2,1,1,2,3,1,2,3,3,1,1,4,3,3,2,2,2,1,0
1003,MET20_7007951,0.6327436544,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1004,MET20_7002968,0.6791997325,1,3,4,3,1,1,4,2,2,1,1,1,3,1,1,1,1,1,3,2,1,4,1,3,1,1,1,2,1,1,1,1,2,1,2,1,3,3
1005,MET20_56285,0.3796027045,2,1,1,1,1,2,1,3,1,2,1,3,1,2,1,2,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3
1006,MET20_686444,0.9059973118,3,3,2,3,2,3,3,3,3,2,3,4,4,3,3,3,2,2,3,2,2,2,3,3,2,2,3,2,3,2,2,3,2,2,2,2,3,1
1007,MET20_175902,1.179990801,2,2,3,3,3,1,1,2,1,2,1,2,3,2,2,3,1,2,3,2,1,4,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,3
1008,MET20_1677701,0.8394656956,2,2,2,2,3,3,2,3,2,3,2,2,4,2,2,2,2,2,3,1,2,3,2,3,2,3,2,2,2,2,2,3,3,2,3,2,3,0
1009,MET20_7008106,0.925195291,2,2,2,3,2,2,3,3,4,2,2,4,3,2,3,3,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1010,MET20_783555,0.5022567684,1,4,4,3,3,2,2,2,2,2,2,3,4,1,2,3,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,0
1011,MET20_5647,1.055956908,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,2,2,2,4,2,2,3,3,2,3,3,3,2,3,2,2,2,2,3,1
1012,MET20_1522477,1.012416781,3,3,3,3,2,2,2,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,1
1013,MET20_7016215,0.8394656956,2,3,3,3,3,3,2,3,2,3,2,3,2,2,2,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,0
1014,MET20_191338,0.7980860057,2,3,2,2,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,2,3,3,1,2,2,2,3,2,3,2,3,2,2,2,1,2,0
1015,MET20_1008874,1.3948718613,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,3,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1016,MET20_1168751,0.5022567684,2,3,3,3,2,2,3,3,2,3,2,3,3,2,3,4,2,2,3,2,2,3,3,4,3,3,2,2,2,2,2,2,3,3,3,2,2,1
1017,MET20_80005900,1.1178917385,2,2,2,1,3,3,3,3,1,1,1,3,2,1,2,2,1,2,1,2,2,3,2,4,2,2,1,2,1,3,2,2,3,1,2,2,3,0
1018,MET20_101636,1.0946952712,2,3,3,3,3,2,1,1,3,3,1,3,2,2,2,3,2,2,3,3,1,3,2,1,2,2,1,3,2,1,1,2,4,1,2,2,2,0
1019,MET20_1196109,1.1614861152,3,3,4,4,1,2,3,4,1,3,3,3,4,2,3,3,1,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,3,2,3,2,3,1
1020,MET20_1195549,2.5012547902,2,3,3,2,3,2,3,3,2,3,3,3,2,2,2,3,2,2,3,2,2,2,3,4,2,2,2,3,3,2,2,3,2,2,3,2,3,1
1021,MET20_1829849,0.6327436544,1,3,2,2,2,3,4,2,2,2,2,2,1,2,2,2,1,1,2,2,2,3,2,4,1,1,2,3,1,1,2,2,2,2,2,1,2,0
1022,MET20_291734,1.0946952712,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1023,MET20_1048151,0.7631943152,2,3,3,3,3,2,3,3,3,2,3,3,3,2,2,4,3,3,2,2,2,3,2,2,1,2,2,3,3,2,3,2,3,3,2,3,2,1
1024,MET20_307688,0.9643085747,2,3,3,2,3,1,3,3,2,3,3,3,3,2,1,4,2,1,2,2,1,2,2,4,2,1,2,2,3,2,2,3,3,3,3,2,3,1
1025,MET20_80001624,0.7631943152,2,2,2,2,3,2,3,2,3,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,1,1,1,1,2,1,2,2,3,1,2,1,2,0
1026,MET20_1183783,0.837901566,2,2,2,2,3,1,4,2,2,1,2,2,3,2,2,2,2,1,3,2,1,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,0
1027,MET20_415621,0.7980860057,3,2,3,3,2,2,4,4,2,3,2,4,2,3,4,3,2,2,3,2,2,2,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,1
1028,MET20_440125,1.055956908,1,3,2,1,3,3,2,1,2,2,1,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,1,2,0
1029,MET20_63604,1.012416781,2,3,2,3,4,2,2,2,2,1,2,2,3,2,3,3,2,2,4,2,2,4,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,0
1030,MET20_1120165,0.5022567684,2,3,3,3,3,3,4,3,3,4,3,4,4,3,3,2,2,2,3,2,2,2,2,4,2,2,3,2,3,2,2,4,2,2,2,2,2,1
1031,MET20_483844,1.0176565692,3,2,3,3,2,2,2,3,2,3,3,3,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1
1032,MET20_7004181,0.930184251,2,3,2,2,3,3,3,2,2,2,2,2,3,2,2,3,2,2,3,3,2,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,1
1033,MET20_1083041,0.6791997325,1,3,2,3,1,3,1,1,1,3,1,2,3,1,2,3,1,2,2,1,1,4,1,2,1,1,1,1,2,1,3,1,4,1,1,1,3,3
1034,MET20_1857469,1.012416781,2,2,2,2,3,1,1,2,2,2,1,3,2,1,2,2,1,1,2,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3
1035,MET20_7005635,1.2999282972,2,1,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1036,MET20_1886617,1.0946952712,2,3,3,3,2,2,4,3,2,3,2,3,3,3,3,3,2,2,3,2,3,2,2,4,3,3,3,2,2,3,3,3,3,2,3,2,3,1
1037,MET20_719007,0.7980860057,3,2,3,3,3,3,2,3,2,3,3,3,4,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1
1038,MET20_430910,0.9643085747,2,3,3,2,2,4,3,3,2,2,2,3,2,2,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,3,2,3,2,3,3,3,1
1039,MET20_80001262,0.7470769429,2,3,3,2,2,2,2,3,1,3,2,2,3,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,3
1040,MET20_80002382,0.8967423191,2,3,2,2,4,2,2,3,2,3,1,4,2,2,3,2,2,2,3,2,3,4,3,1,2,2,1,2,1,1,2,2,2,2,2,1,1,0
1041,MET20_552480,0.6228209308,3,4,4,4,2,2,4,4,4,4,2,4,4,4,3,3,2,4,2,4,2,3,4,4,4,4,3,4,3,4,3,3,4,3,4,3,4,2
1042,MET20_750580,0.7980860057,2,3,2,2,3,2,4,2,3,2,2,4,4,1,3,3,2,2,4,2,2,4,2,3,2,3,2,3,2,2,2,2,3,3,2,2,2,1
1043,MET20_1182679,0.6228209308,2,2,2,3,2,1,1,2,1,2,1,3,3,2,2,2,1,1,3,2,1,4,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3
1044,MET20_436719,1.179990801,2,3,4,4,3,3,3,3,2,3,3,3,4,3,2,3,3,2,3,3,2,3,2,4,4,2,3,3,4,4,3,4,3,4,4,3,4,2
1045,MET20_1615982,1.0946952712,2,3,2,3,2,3,2,3,1,3,2,3,2,2,3,4,2,2,4,3,3,3,2,4,2,2,1,2,3,2,2,3,3,3,3,2,3,1
1046,MET20_7004829,0.5345827213,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,3
1047,MET20_493916,1.1178917385,2,2,3,2,3,1,3,1,2,1,1,2,2,1,1,3,1,1,3,3,1,4,1,3,2,3,1,1,1,2,1,1,2,2,2,2,2,3
1048,MET20_1546336,1.0396114026,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1049,MET20_1244024,0.5022567684,1,1,2,2,3,1,2,1,2,1,1,1,3,1,1,3,1,1,3,2,2,2,2,3,1,1,1,1,1,2,1,2,2,1,2,1,2,3
1050,MET20_1198600,2.070101311,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,3,3,3,2,2,1,2,1,2,2,2,2,2,2,1,2,0
1051,MET20_718221,0.9965400009,3,4,4,4,2,2,3,4,3,3,2,4,4,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,3,1,2,2,3,2,3,2,2,1
1052,MET20_693523,0.837901566,2,4,4,4,3,2,2,3,1,4,2,4,4,2,3,2,2,2,3,2,1,2,3,3,3,3,2,3,2,2,2,3,3,3,4,2,3,1
1053,MET20_1707557,0.8247615439,1,2,3,2,3,1,1,1,2,2,1,2,3,1,1,3,1,1,1,2,2,3,2,1,2,2,1,1,1,2,1,1,2,1,2,2,1,3
1054,MET20_116857,0.837901566,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,4,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,3
1055,MET20_7000590,1.4391301159,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,4,4,3,4,3,4,3,3,3,3,4,4,4,4,2
1056,MET20_7002397,0.5345827213,2,2,2,2,2,1,3,2,1,2,1,3,1,2,2,1,1,1,3,1,1,4,2,3,1,1,1,1,1,1,1,2,1,1,2,1,2,3
1057,MET20_1979396,1.161725334,4,4,4,4,4,2,4,2,4,4,3,4,4,3,2,4,3,2,3,2,3,2,3,3,2,2,3,2,3,2,2,3,3,2,3,2,3,1
1058,MET20_837924,0.9643085747,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,3,3,2,3,2,2,1
1059,MET20_623141,0.8149973567,3,3,2,2,2,2,2,3,1,3,2,3,4,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,0
1060,MET20_1184980,0.9770802775,2,2,2,2,3,3,3,2,1,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,3,2,2,3,2,3,2,2,2,0
1061,MET20_1919517,0.9765900354,2,2,1,1,2,2,1,3,1,2,1,3,1,2,1,1,1,2,3,2,1,4,2,1,1,1,1,3,1,1,1,1,2,1,2,2,1,3
1062,MET20_633024,0.5022567684,2,2,4,4,2,3,4,3,1,2,2,4,4,1,2,4,1,1,4,2,1,2,2,2,1,1,2,1,2,1,2,1,3,2,2,2,3,0
1063,MET20_1674864,0.7980860057,2,3,4,4,4,3,4,2,2,4,3,1,4,3,2,4,2,1,4,4,3,2,2,4,4,3,3,2,3,2,3,3,3,2,3,2,4,2
1064,MET20_7000623,1.012416781,4,4,4,4,2,1,3,3,2,4,3,3,4,2,2,4,2,3,2,2,2,2,3,4,2,3,3,3,3,2,3,3,3,3,3,3,3,1
1065,MET20_583964,0.8247615439,1,2,3,4,1,2,4,1,1,2,2,4,4,1,1,2,1,2,2,2,2,3,2,4,2,2,1,2,2,1,2,2,2,1,2,2,4,0
1066,MET20_7001684,1.0946952712,2,3,3,4,2,2,2,4,4,4,3,4,4,1,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,1
1067,MET20_238741,0.930184251,2,2,2,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,1,1,2,3,2,2,2,2,0
1068,MET20_1129753,0.837901566,2,2,2,2,2,2,3,2,1,3,2,3,2,2,2,1,1,1,4,1,2,3,2,4,2,1,2,1,2,2,1,2,2,1,2,1,2,0
1069,MET20_849192,0.8247615439,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,3,1,2,3,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,3
1070,MET20_7000241,1.3100912782,3,4,4,4,3,4,4,4,2,4,4,4,4,4,3,2,4,2,2,2,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,2,4,2
1071,MET20_1184055,1.0396114026,2,3,2,2,3,3,2,2,2,2,1,3,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,1,0
1072,MET20_1152565,0.9965400009,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,3,2,1,3,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,3
1073,MET20_7004758,0.8247615439,1,2,1,1,3,3,4,3,2,2,3,3,1,2,1,1,1,1,2,3,2,2,1,4,3,2,2,3,3,1,2,3,2,3,3,2,4,0
1074,MET20_1239404,1.179990801,2,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,2,1,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,1
1075,MET20_7003565,0.8556566041,3,3,3,2,3,2,2,3,2,1,2,3,3,2,2,2,2,2,3,2,2,2,3,1,2,2,1,3,2,2,2,3,2,2,2,2,2,0
1076,MET20_552928,1.0176565692,3,4,2,4,4,1,4,4,4,3,4,4,4,2,3,4,2,2,2,2,2,2,3,2,1,1,2,2,3,1,3,2,3,4,3,4,3,1
1077,MET20_858928,0.7980860057,2,3,3,3,4,2,2,3,2,2,3,3,3,3,2,4,2,1,2,4,2,1,4,4,3,3,2,2,3,3,3,3,3,3,3,2,3,1
1078,MET20_1133300,0.7980860057,3,3,3,4,2,3,3,3,3,3,2,4,4,4,3,4,2,2,3,3,2,2,2,4,3,3,2,2,3,4,3,3,4,2,4,3,4,2
1079,MET20_1089675,1.1435070883,3,2,2,2,3,2,1,2,1,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1080,MET20_1508682,1.0396114026,1,2,2,1,3,2,1,1,1,2,1,3,1,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1081,MET20_646126,1.1614861152,1,3,2,2,3,2,1,2,2,1,2,3,2,2,2,1,2,1,3,2,2,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0
1082,MET20_1299274,1.012416781,3,4,4,4,3,2,2,3,2,3,2,3,4,3,4,2,2,3,2,3,3,2,2,2,3,3,3,3,3,3,2,3,3,2,3,2,2,1
1083,MET20_80000213,1.179990801,2,2,3,3,3,2,3,2,2,2,2,2,3,2,2,3,1,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,0
1084,MET20_1605173,0.8149973567,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1085,MET20_7000651,0.5524508228,2,2,2,2,4,2,3,3,1,3,2,3,2,2,2,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,0
1086,MET20_964272,0.9965400009,2,3,3,3,2,3,4,2,1,3,3,4,4,3,3,3,2,2,2,4,2,2,2,4,2,3,3,3,2,3,2,3,2,2,3,2,3,1
1087,MET20_1803661,0.837901566,2,2,2,2,3,3,2,2,1,3,2,3,3,2,2,2,2,2,3,2,3,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,3,0
1088,MET20_80000903,1.2765284167,1,2,2,1,3,1,2,1,1,1,1,3,4,1,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,3
1089,MET20_7000194,0.5612524165,1,2,2,1,3,1,1,2,1,2,1,2,3,1,1,2,1,2,4,2,2,3,2,2,2,2,2,1,2,1,2,3,3,2,2,2,2,0
1090,MET20_1623721,0.837901566,2,3,3,3,3,2,1,1,2,2,1,2,3,2,2,2,1,2,3,2,1,3,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,3
1091,MET20_1151914,0.9965400009,3,3,3,4,3,2,4,3,1,3,3,2,4,2,3,3,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,1
1092,MET20_1028963,1.0396114026,2,3,4,3,4,3,3,2,3,3,2,2,4,2,2,2,1,1,3,2,1,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,0
1093,MET20_535709,0.598301777,2,3,3,3,3,2,2,2,2,2,2,3,3,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1094,MET20_1600133,1.012416781,3,3,3,3,3,2,2,2,2,3,1,3,3,2,2,3,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1095,MET20_473845,0.9463951981,1,2,1,2,3,2,3,1,1,1,1,1,1,1,1,2,2,2,1,2,1,3,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,3
1096,MET20_1075740,2.8394560233,2,3,4,4,2,1,2,2,2,2,1,2,3,2,4,4,2,2,3,3,2,3,3,2,1,2,2,2,2,2,2,3,3,2,2,2,2,1
1097,MET20_1974645,0.9306511977,2,4,4,4,3,2,3,4,2,4,4,4,4,3,2,4,2,2,3,3,2,3,3,4,3,2,2,3,2,3,3,2,3,4,3,3,3,2
1098,MET20_1154462,0.9643085747,2,3,2,2,3,3,3,3,1,2,1,3,2,2,2,3,1,2,3,2,1,3,2,2,1,1,2,2,1,2,2,2,4,1,2,1,2,0
1099,MET20_1645161,0.6947629021,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,0
1100,MET20_764680,0.9965400009,2,3,1,1,2,3,4,2,2,2,2,3,4,1,2,2,2,2,3,2,2,3,2,3,1,2,1,1,2,1,2,2,2,1,2,1,2,0
1101,MET20_199380,0.9612750925,2,3,2,3,2,3,2,3,2,2,1,3,3,3,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,0
1102,MET20_7005426,1.161725334,2,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,0
1103,MET20_7005658,1.0946952712,3,3,4,4,1,3,3,3,3,3,3,2,4,2,3,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,0
1104,MET20_1005425,0.9643085747,2,2,3,3,3,3,2,2,1,4,1,2,2,2,1,4,2,1,3,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,0
1105,MET20_7003417,0.7980860057,2,2,1,2,3,2,2,2,2,2,1,2,4,1,2,1,1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,3
1106,MET20_148447,0.837901566,3,3,3,3,3,3,1,3,2,3,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1107,MET20_257727,0.7980860057,2,3,3,3,3,2,2,2,2,3,2,3,4,2,3,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,0
1108,MET20_978397,0.7397234366,2,2,3,2,2,3,3,3,2,2,1,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,3,3,3,2,3,1
1109,MET20_1605397,0.8247615439,2,2,3,3,2,2,3,2,2,2,1,3,4,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1110,MET20_1090385,1.012416781,3,3,3,3,3,3,4,3,2,2,2,4,3,3,3,3,2,2,4,3,2,3,3,3,3,2,2,2,3,1,2,3,3,3,3,3,3,1
1111,MET20_1162895,0.9770802775,2,4,4,4,4,2,1,2,1,4,2,4,4,2,2,1,1,2,2,2,2,4,4,1,1,1,1,4,1,1,2,1,2,1,2,1,1,0
1112,MET20_7004170,1.0946952712,2,3,4,3,2,2,4,2,2,3,1,3,4,1,2,1,1,1,3,2,1,3,2,3,1,2,2,2,2,1,1,2,2,1,2,1,3,0
1113,MET20_7008309,0.6841663427,2,3,3,3,3,3,4,3,2,2,2,4,4,3,3,3,2,2,2,3,2,3,3,4,3,4,3,3,4,4,2,3,3,2,2,3,4,2
1114,MET20_979601,1.0176565692,1,1,1,1,4,3,1,1,2,1,1,1,1,1,1,1,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,3
1115,MET20_241143,1.012416781,2,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,1,2,3,2,2,1,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1
1116,MET20_661646,0.9643085747,1,2,1,1,3,3,4,1,1,1,1,2,2,2,1,4,1,2,4,3,1,3,4,4,2,1,1,1,1,2,2,1,2,2,1,1,2,3
1117,MET20_828592,1.570672828,1,1,1,1,2,3,1,2,1,1,1,2,1,1,1,1,1,2,3,2,1,3,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,3
1118,MET20_1251508,1.2765284167,2,2,3,2,3,3,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0
1119,MET20_1080402,0.7980860057,3,4,4,4,3,2,4,3,2,4,1,4,4,2,4,3,2,1,3,3,2,3,4,4,1,2,1,1,2,4,2,1,3,3,4,3,3,1
1120,MET20_1048698,1.1178917385,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,4,2,2,4,1
1121,MET20_80000688,0.8394656956,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,0
1122,MET20_1805534,0.8206610833,2,3,4,3,3,3,2,3,1,2,1,3,3,2,3,2,2,3,3,2,2,3,2,2,3,3,2,2,2,3,2,3,3,2,2,2,3,1
1123,MET20_1228836,0.5345827213,3,2,3,3,3,3,3,2,2,2,2,1,3,2,2,3,1,2,3,2,2,2,2,1,1,2,2,1,1,1,1,2,2,3,3,2,2,0
1124,MET20_1857584,0.6182996491,1,3,2,2,4,3,1,1,4,2,1,2,1,1,1,2,2,1,1,2,2,4,2,1,1,2,1,1,1,2,2,2,3,1,2,2,1,3
1125,MET20_1269534,1.0239963436,3,3,2,2,3,2,3,3,2,3,4,4,4,3,2,4,2,1,2,3,3,3,2,3,2,2,1,1,3,1,3,2,3,2,3,2,3,1
1126,MET20_1232391,1.1614861152,3,3,3,3,2,2,3,3,2,2,3,4,3,3,3,3,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3,1
1127,MET20_543157,0.8247615439,2,3,3,3,3,3,4,2,3,2,1,3,4,2,2,3,2,2,3,3,2,2,2,4,1,1,2,2,2,1,2,3,3,2,2,3,3,1
1128,MET20_1223051,5.2586992168,2,3,3,3,2,1,3,3,1,3,2,3,4,2,2,3,1,1,2,2,1,3,2,2,1,1,1,2,2,1,1,2,4,2,3,2,2,0
1129,MET20_7006333,0.7058317983,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,3
